,r2,mae,mape,rmse,val r2,val mae,val mape,val rmse,use_log
Italy,0.9960403917296891,0.002405834616037369,0.0005586600018831108,0.0031288242618459365,0.7757826292119553,0.0033718229814894583,0.0007665191045111303,0.004037907532585257,True
Jamaica,0.8299907116395093,0.012699925891367318,0.0029912973255447743,0.014968266100179387,-1,0.02179800857013161,0.005106659766443894,0.022312170490579746,True
Jordan,0.9080249724530975,0.023607722976167846,0.005672354054626963,0.028092626790848264,-1,0.03727148144319559,0.008675212988089136,0.03860532749585117,True
Japan,0.9639748980830918,0.008556704460233096,0.0019773752313846983,0.010670959621106202,-1,0.014307298282614322,0.0032424219156253617,0.015873112651247308,True
Kazakhstan,0.5855021836125169,1.906628203818589,0.029198479018788963,2.2378063627599905,-1,1.5337142359583225,0.023099069384964466,1.674250853192773,False
Kenya,0.3305734351627394,2.278100854321425,0.04056452835890875,2.6978954905908483,0.1610424361307139,1.5393619563632952,0.0269970316799878,1.8835668356719064,False
Kyrgyz Republic,0.9353072443872994,0.7196002197566688,0.010907860386020072,1.1874626833034165,-1,1.587265448410524,0.02317790208304412,1.7013752334499246,False
Cambodia,0.27803608700018556,0.13792244583477226,0.04375893360510937,0.28467577783597536,-0.3637547359915567,0.039983012882822425,0.009574361777156423,0.04028333342286662,True
Kiribati,0.9471396600780161,0.01505697547531649,0.00373709764040102,0.02019301101482103,-1,0.028123057621002267,0.006737898325253115,0.03279515563851925,True
St. Kitts and Nevis,0.9581286676035466,0.010331627741111933,0.0024949302773236317,0.013223094919473585,-1,0.008792688764026658,0.002061034576210895,0.010208770151867668,True
"Korea, Rep.",0.9759448143646975,0.012532567635777456,0.0030153211738530353,0.01629627445120784,-0.2769899688989059,0.016717300647417676,0.0038240491188604757,0.017707422262092768,True
Kuwait,0.8943538743135107,0.022353360152423077,0.005284723541158707,0.02774237857969285,-1,0.03971404583492895,0.009133257445846248,0.041407097452563366,True
Lao PDR,0.9896037736371005,0.49451776451810486,0.010615887743016143,0.6927432292965684,0.9271256935659103,0.34289195499780617,0.005431468912851811,0.4471689358588552,False
Lebanon,0.17361576077749286,0.08739554662566686,0.021653710130738277,0.1271611162518474,-1,0.06318318749320193,0.0145523445936555,0.0632758479629574,True
Liberia,0.7052675583484822,2.0982004599836817,0.04635816759304168,3.0317943185816856,-1,4.947388518992033,0.08560133569017495,5.129117935831664,False
Libya,0.8034561977609066,0.05952603911992566,0.014609634458411862,0.0715555899992108,-1,0.09676110098674631,0.022658560437463844,0.10117946088189608,True
St. Lucia,0.8347503301557453,0.023329587411543697,0.00556971907282577,0.028049762079010457,-1,0.031103357488859996,0.007262147723491824,0.03191855624453828,True
Low income,0.9478238130942294,0.799768025676392,0.015991172814908423,1.0482373769461037,-0.3097040603927421,1.949923630286205,0.03338391278431761,2.1939048382193236,False
Liechtenstein,0.7389912105234471,0.00987848818352945,0.0022644335009475393,0.01277063692378912,0.3018542469772665,0.006644024899922307,0.0015090701004049447,0.009051407735941697,True
Sri Lanka,0.8047356851945899,0.020032555757080878,0.004736297359524334,0.02498390241780879,-1,0.04057683846655431,0.009540083273041648,0.04678073094127645,True
Lower middle income,0.9842937221105993,0.010346100180126605,0.0025700988985336696,0.012859299303398606,-0.3266512665135699,0.016503138059290202,0.003952459725656377,0.017489127741749863,True
Low & middle income,0.937608043085965,0.017591310124435926,0.004348445965064772,0.02536598790853455,-1,0.026306952932776805,0.0062367347429896,0.027098918083108013,True
Lesotho,0.00835400589725499,4.061125905162975,0.07776407275516892,4.674445840332134,-1,8.054969324673353,0.1827054991642301,8.148939510187569,False
Lithuania,0.0601645085520236,0.00955682568572527,0.0022441416718955863,0.012661159606081314,-0.6763186690129164,0.012306735691713654,0.0028710835594473374,0.01564195715501482,True
Luxembourg,0.9769504146887522,0.4095724047343236,0.005687288261980309,0.550096100052408,0.7529091657748282,0.4639429000909871,0.005813859311849799,0.5335029125981356,False
Latvia,0.00970550218778854,0.014094069790734387,0.0033236612903191367,0.01946718690714724,-1,0.029463321815188424,0.006878884875267589,0.0325098546567025,True
"Macao SAR, China",0.9872745259677574,0.00670456706884933,0.00155205505637657,0.008193337918232109,-1,0.01604553239988187,0.0036347320787363108,0.017371423515101746,True
St. Martin (French part),0.9711721916155607,0.005047083957986143,0.001179981746110227,0.00673331543552594,0.6965381070525853,0.003506455804197639,0.0008048491970702417,0.0037847702364154252,True
Morocco,0.9773865298919702,0.018068300104045264,0.004439728891739477,0.022626419219223034,-1,0.04025326178662754,0.009482675001815691,0.04231579979103363,True
Moldova,0.7101993578179275,0.7675070728524945,0.011638952398881608,1.0989796048587088,0.45669372060535185,0.5483285640126482,0.007971023825424174,0.6374722506331596,False
Madagascar,0.9383124615761135,1.0546670802630602,0.02029672677041887,1.2745496090195174,-0.6584055758488498,1.8183192032490645,0.02948690322634413,1.8738848150599587,False
Maldives,0.979375730273114,0.02644021981762915,0.006567883623468069,0.030391101267480996,-1,0.04825880547979988,0.01113441652728146,0.05303270008871351,True
Mexico,0.9697036727853003,0.010798813639131375,0.002566744854631622,0.01566475950271277,-1,0.02860086405186646,0.006639998742260402,0.03394373679109317,True
Marshall Islands,0.8409222268344361,0.014137347923435494,0.0034596104754458248,0.018315364666414646,-1,0.023908283121619966,0.005762774059268849,0.026650111213680713,True
Middle income,0.9335405478380999,0.018367955684102155,0.004525706316078152,0.026671877359183915,-1,0.02889539911547523,0.006828124047912401,0.029896973567129514,True
North Macedonia,0.8505240769261767,0.024483336621207583,0.005838591870253959,0.03032601382409179,-1,0.03444185313448509,0.007999049877482706,0.03502838537254932,True
Mali,0.9762431961522701,0.027828315525147394,0.007493435603629153,0.030788331963778066,-1,0.03396404824560077,0.008466817153867967,0.03703556408969606,True
Malta,0.9766999467050267,0.44397047378543375,0.006113395185523191,0.5874713358765711,0.8549973958462439,0.24251133110551848,0.0030295641060853204,0.31775518601698777,False
Myanmar,0.9310365633534697,0.01717392368272055,0.004363244734145641,0.02451341518255646,-0.449052287666448,0.0232631063639654,0.0056993187594762225,0.0393572987716357,True
Montenegro,0.767619825961585,0.016081733618450864,0.0037583318022397522,0.019988880159734296,-1,0.020299700350823714,0.004708800463212122,0.02102066753935571,True
Mongolia,0.9521776591850488,0.0140727581719657,0.0035493585424822317,0.020997487541445647,0.956429058445596,0.0034206182935940356,0.0008173466127817299,0.003951831171284215,True
Mozambique,0.6567283944958224,0.0365882261724659,0.00970043916331273,0.04951131687405324,-1,0.06302452739171605,0.01589410946601196,0.06430467275612956,True
Mauritania,0.9337611193601325,0.020802183627660984,0.0051817422226400865,0.025128929782893095,-1,0.039754612418000865,0.009621392397063,0.04064002053596945,True
Mauritius,0.9463320158445598,0.015461792150385201,0.0036933114040520955,0.0185343149000989,-1,0.02741839544401925,0.006396908838444025,0.029503973037819688,True
Malawi,0.779849263532622,1.9750542258623873,0.04443726586334253,2.430640740552756,-0.36043179640855927,3.211111074762241,0.05889928941102738,3.675465760675953,False
Malaysia,0.9122509393696699,0.018666056662963348,0.0044367739618467175,0.022682750932022436,-1,0.03033796273829612,0.007043308139170199,0.03226795164425571,True
Namibia,0.13747688944770198,3.1640910819759203,0.057299064967678524,3.6351422681775336,-1,4.5454169905320825,0.08638056759558232,4.8616491745083446,False
New Caledonia,0.9867757210531116,0.007376591873403694,0.0017499149057438547,0.008902744384147341,-0.4666628388602294,0.008886142938644958,0.002048449765510192,0.011364543307104609,True
Niger,0.8542152359892728,1.9735124513299043,0.04751751858239032,2.336295707477514,-1,3.806253410453383,0.06795799452464904,4.128635327618486,False
Nigeria,0.8100859524078261,0.03292553327822938,0.008714683070998566,0.03845711210963125,0.6868223219593206,0.01068693141891539,0.0027432481670011328,0.012063943052502002,True
Nicaragua,0.921367291273992,0.02771333213735723,0.006888225111777355,0.03363564971138359,0.618690634083005,0.01598525521405989,0.00377729681190695,0.01720218552400428,True
Netherlands,0.9647073798497066,0.30553721362685565,0.004012548657779007,0.3815139593082291,0.430393507506991,0.6028559110292022,0.007515865958831429,0.6887356531648263,False
Norway,0.9668165508828678,0.2854412347295054,0.003730425626963726,0.38454511992553714,-0.07670488603123449,0.6516452142053026,0.008091098656837003,0.7064399864693555,False
